dataset,true_label,gap
autodan,ATTACK,0.25923
autodan,ATTACK,0.423635
autodan,ATTACK,0.459383
autodan,ATTACK,0.605214
autodan,ATTACK,0.684967
autodan,ATTACK,0.720296
autodan,ATTACK,0.749647
autodan,ATTACK,0.733921
autodan,ATTACK,0.762116
autodan,ATTACK,0.504684
autodan,ATTACK,0.62467
autodan,ATTACK,0.730244
autodan,ATTACK,0.580316
autodan,ATTACK,0.62334
autodan,ATTACK,0.614816
autodan,ATTACK,0.713711
autodan,ATTACK,0.771103
autodan,ATTACK,0.678151
autodan,ATTACK,0.66659
autodan,ATTACK,0.75289
autodan,ATTACK,0.756952
autodan,ATTACK,0.772772
autodan,ATTACK,0.747048
autodan,ATTACK,0.737573
autodan,ATTACK,0.704196
autodan,ATTACK,0.812534
autodan,ATTACK,0.816727
autodan,ATTACK,0.782467
autodan,ATTACK,0.752202
autodan,ATTACK,0.756588
autodan,ATTACK,0.814564
autodan,ATTACK,0.638532
autodan,ATTACK,0.72341
autodan,ATTACK,0.83326
autodan,ATTACK,0.585519
autodan,ATTACK,0.521445
autodan,ATTACK,0.713276
autodan,ATTACK,0.744977
autodan,ATTACK,0.787498
autodan,ATTACK,0.828983
autodan,ATTACK,0.833576
autodan,ATTACK,0.783119
autodan,ATTACK,0.857505
autodan,ATTACK,0.771855
autodan,ATTACK,0.840026
autodan,ATTACK,0.841108
autodan,ATTACK,0.780275
autodan,ATTACK,0.838233
autodan,ATTACK,0.872992
autodan,ATTACK,0.860475
autodan,ATTACK,0.806076
autodan,ATTACK,0.883632
autodan,ATTACK,0.850761
autodan,ATTACK,0.849656
autodan,ATTACK,0.82048
autodan,ATTACK,0.814327
autodan,ATTACK,0.805674
autodan,ATTACK,0.849209
autodan,ATTACK,0.859895
autodan,ATTACK,0.708041
autodan,ATTACK,0.818333
autodan,ATTACK,0.870019
autodan,ATTACK,0.723019
autodan,ATTACK,0.778794
autodan,ATTACK,0.844403
autodan,ATTACK,0.737013
autodan,ATTACK,0.699053
autodan,ATTACK,0.822247
autodan,ATTACK,0.785866
autodan,ATTACK,0.556022
autodan,ATTACK,0.806552
autodan,ATTACK,0.841613
autodan,ATTACK,0.87805
autodan,ATTACK,0.92035
autodan,ATTACK,0.823988
autodan,ATTACK,0.87492
autodan,ATTACK,0.847357
autodan,ATTACK,0.914988
autodan,ATTACK,0.842262
autodan,ATTACK,0.816313
autodan,ATTACK,0.825229
autodan,ATTACK,0.743798
autodan,ATTACK,0.47602
autodan,ATTACK,0.733539
autodan,ATTACK,0.907437
autodan,ATTACK,0.773869
autodan,ATTACK,0.909901
autodan,ATTACK,0.858571
autodan,ATTACK,0.762687
autodan,ATTACK,0.793379
autodan,ATTACK,0.844621
autodan,ATTACK,0.882539
autodan,ATTACK,0.718282
autodan,ATTACK,0.855344
autodan,ATTACK,0.817304
autodan,ATTACK,0.755793
autodan,ATTACK,0.903776
autodan,ATTACK,0.860759
autodan,ATTACK,0.78812
autodan,ATTACK,0.589739
autodan,ATTACK,0.782843
autodan,ATTACK,0.843264
autodan,ATTACK,0.632635
autodan,ATTACK,0.894436
autodan,ATTACK,0.758104
autodan,ATTACK,0.891904
autodan,ATTACK,0.863843
autodan,ATTACK,0.920105
autodan,ATTACK,0.785498
autodan,ATTACK,0.884699
autodan,ATTACK,0.900728
autodan,ATTACK,0.802887
autodan,ATTACK,0.746975
autodan,ATTACK,0.770243
autodan,ATTACK,0.862155
autodan,ATTACK,0.688
autodan,ATTACK,0.631608
autodan,ATTACK,0.813131
autodan,ATTACK,0.629983
autodan,ATTACK,0.791553
autodan,ATTACK,0.856604
autodan,ATTACK,0.759899
autodan,ATTACK,0.657943
autodan,ATTACK,0.897804
autodan,ATTACK,0.706492
autodan,ATTACK,0.817355
autodan,ATTACK,0.862332
autodan,ATTACK,0.865282
autodan,ATTACK,0.893754
autodan,ATTACK,0.741182
autodan,ATTACK,0.821136
autodan,ATTACK,0.844163
autodan,ATTACK,0.817463
autodan,ATTACK,0.921615
autodan,ATTACK,0.812696
autodan,ATTACK,0.911825
autodan,ATTACK,0.770687
autodan,ATTACK,0.871769
autodan,ATTACK,0.6586
autodan,ATTACK,0.749059
autodan,ATTACK,0.871576
autodan,ATTACK,0.739773
autodan,ATTACK,0.882357
autodan,ATTACK,0.897418
autodan,ATTACK,0.860012
autodan,ATTACK,0.931033
autodan,ATTACK,0.833714
autodan,ATTACK,0.705752
autodan,ATTACK,0.593854
autodan,ATTACK,0.76359
autodan,ATTACK,0.853528
autodan,ATTACK,0.790057
autodan,ATTACK,0.888886
autodan,ATTACK,0.883195
autodan,ATTACK,0.84044
autodan,ATTACK,0.741641
autodan,ATTACK,0.855893
autodan,ATTACK,0.862521
autodan,ATTACK,0.870296
autodan,ATTACK,0.854803
autodan,ATTACK,0.745411
