dataset,true_label,gap
base64,ATTACK,-0.013636
base64,ATTACK,0.008426
base64,ATTACK,-0.018416
base64,ATTACK,0.013924
base64,ATTACK,0.000253
base64,ATTACK,0.000664
base64,ATTACK,-0.008164
base64,ATTACK,0.005115
base64,ATTACK,0.010158
base64,ATTACK,-0.012494
base64,ATTACK,-0.015166
base64,ATTACK,0.008356
base64,ATTACK,0.000321
base64,ATTACK,-0.006779
base64,ATTACK,-0.00685
base64,ATTACK,0.008068
base64,ATTACK,0.016924
base64,ATTACK,-0.005814
base64,ATTACK,-0.014883
base64,ATTACK,-0.018724
base64,ATTACK,-0.011688
base64,ATTACK,0.010868
base64,ATTACK,0.010395
base64,ATTACK,0.007439
base64,ATTACK,-0.005885
base64,ATTACK,0.014625
base64,ATTACK,0.020105
base64,ATTACK,-0.01271
base64,ATTACK,0.00249
base64,ATTACK,-0.003959
base64,ATTACK,0.024531
base64,ATTACK,0.011196
base64,ATTACK,-0.006815
base64,ATTACK,0.006107
base64,ATTACK,-0.013434
base64,ATTACK,0.012211
base64,ATTACK,-0.019346
base64,ATTACK,-0.01223
base64,ATTACK,0.001823
base64,ATTACK,0.009585
base64,ATTACK,-0.010671
base64,ATTACK,-0.009821
base64,ATTACK,-0.003211
base64,ATTACK,0.002292
base64,ATTACK,-0.004051
base64,ATTACK,0.011531
base64,ATTACK,0.010299
base64,ATTACK,-0.004557
base64,ATTACK,0.003232
base64,ATTACK,0.018263
base64,ATTACK,0.021635
base64,ATTACK,-0.015234
base64,ATTACK,0.008448
base64,ATTACK,-0.000717
base64,ATTACK,0.005587
base64,ATTACK,0.01098
base64,ATTACK,0.001513
base64,ATTACK,0.002856
base64,ATTACK,0.006706
base64,ATTACK,-0.011353
base64,ATTACK,-0.009568
base64,ATTACK,0.008731
base64,ATTACK,-0.02051
base64,ATTACK,0.009394
base64,ATTACK,-0.007476
base64,ATTACK,-0.01825
base64,ATTACK,-0.021184
base64,ATTACK,0.010832
base64,ATTACK,0.005893
base64,ATTACK,-0.022252
base64,ATTACK,-0.014361
base64,ATTACK,-0.00482
base64,ATTACK,-0.018786
base64,ATTACK,-0.014807
base64,ATTACK,0.009914
base64,ATTACK,-0.008035
base64,ATTACK,0.009071
base64,ATTACK,-0.00323
base64,ATTACK,-0.009882
base64,ATTACK,0.009885
base64,ATTACK,-0.008191
base64,ATTACK,-0.007037
base64,ATTACK,-0.015589
base64,ATTACK,-0.020118
base64,ATTACK,-0.010673
base64,ATTACK,-0.020328
