dataset,true_label,gap
zulu,ATTACK,0.940733
zulu,ATTACK,0.264909
zulu,ATTACK,0.306466
zulu,ATTACK,0.482494
zulu,ATTACK,0.752176
zulu,ATTACK,0.919493
zulu,ATTACK,0.861238
zulu,ATTACK,0.564992
zulu,ATTACK,0.939644
zulu,ATTACK,0.896072
zulu,ATTACK,0.856623
zulu,ATTACK,0.250309
zulu,ATTACK,0.986817
zulu,ATTACK,0.692138
zulu,ATTACK,0.912284
zulu,ATTACK,0.908866
zulu,ATTACK,0.951372
zulu,ATTACK,0.922188
zulu,ATTACK,0.437846
zulu,ATTACK,0.815826
zulu,ATTACK,0.917054
zulu,ATTACK,0.948378
zulu,ATTACK,1.009215
zulu,ATTACK,0.903174
zulu,ATTACK,0.867101
zulu,ATTACK,0.959398
zulu,ATTACK,1.09927
zulu,ATTACK,0.688567
zulu,ATTACK,0.563437
zulu,ATTACK,0.983017
zulu,ATTACK,1.009462
zulu,ATTACK,0.380359
zulu,ATTACK,0.895996
zulu,ATTACK,0.906647
zulu,ATTACK,0.882419
zulu,ATTACK,0.940384
zulu,ATTACK,0.949542
zulu,ATTACK,0.800383
zulu,ATTACK,0.810458
zulu,ATTACK,0.915961
zulu,ATTACK,1.127062
zulu,ATTACK,0.873301
zulu,ATTACK,0.956136
zulu,ATTACK,0.845995
zulu,ATTACK,0.903435
zulu,ATTACK,0.95566
zulu,ATTACK,0.96386
zulu,ATTACK,0.996841
zulu,ATTACK,0.901156
zulu,ATTACK,0.930743
zulu,ATTACK,1.004572
zulu,ATTACK,0.853271
zulu,ATTACK,0.643177
zulu,ATTACK,0.886941
zulu,ATTACK,1.016921
zulu,ATTACK,0.903363
zulu,ATTACK,0.63952
zulu,ATTACK,0.824629
zulu,ATTACK,0.909978
zulu,ATTACK,1.020498
zulu,ATTACK,0.82753
zulu,ATTACK,0.965189
zulu,ATTACK,0.891732
zulu,ATTACK,0.98242
zulu,ATTACK,0.710892
zulu,ATTACK,0.973754
zulu,ATTACK,0.854144
zulu,ATTACK,0.420225
zulu,ATTACK,1.063877
zulu,ATTACK,0.904953
zulu,ATTACK,0.970909
zulu,ATTACK,0.977129
zulu,ATTACK,0.975406
zulu,ATTACK,1.053842
zulu,ATTACK,1.035615
zulu,ATTACK,0.527641
zulu,ATTACK,0.968819
zulu,ATTACK,1.034101
zulu,ATTACK,1.029741
zulu,ATTACK,0.77132
zulu,ATTACK,0.881665
zulu,ATTACK,0.948409
zulu,ATTACK,0.697392
zulu,ATTACK,0.945576
zulu,ATTACK,0.542814
zulu,ATTACK,0.931783
zulu,ATTACK,0.982464
zulu,ATTACK,0.840279
zulu,ATTACK,0.904538
zulu,ATTACK,0.936483
zulu,ATTACK,0.823521
zulu,ATTACK,1.041283
zulu,ATTACK,0.663399
zulu,ATTACK,1.073037
zulu,ATTACK,0.82944
zulu,ATTACK,0.738332
zulu,ATTACK,1.038101
zulu,ATTACK,0.946376
zulu,ATTACK,0.977049
zulu,ATTACK,0.729489
zulu,ATTACK,0.948864
zulu,ATTACK,0.922836
zulu,ATTACK,0.895832
zulu,ATTACK,0.949799
zulu,ATTACK,0.721866
zulu,ATTACK,0.925244
zulu,ATTACK,0.539483
zulu,ATTACK,0.885758
zulu,ATTACK,0.412615
zulu,ATTACK,0.99452
zulu,ATTACK,0.594245
zulu,ATTACK,0.748519
zulu,ATTACK,0.980733
zulu,ATTACK,0.853205
zulu,ATTACK,1.065327
zulu,ATTACK,1.109615
zulu,ATTACK,0.937873
zulu,ATTACK,0.788429
zulu,ATTACK,0.736768
zulu,ATTACK,0.484456
zulu,ATTACK,0.939033
zulu,ATTACK,1.008408
zulu,ATTACK,1.020342
zulu,ATTACK,0.966578
zulu,ATTACK,1.055162
zulu,ATTACK,0.551617
zulu,ATTACK,0.727761
zulu,ATTACK,1.03789
zulu,ATTACK,0.851239
zulu,ATTACK,0.952297
zulu,ATTACK,1.082342
zulu,ATTACK,1.053301
zulu,ATTACK,0.70345
zulu,ATTACK,0.473018
zulu,ATTACK,0.941116
zulu,ATTACK,0.62783
zulu,ATTACK,0.979811
zulu,ATTACK,0.813514
zulu,ATTACK,0.959732
zulu,ATTACK,0.934633
zulu,ATTACK,0.971253
zulu,ATTACK,0.911779
zulu,ATTACK,0.832666
zulu,ATTACK,0.936594
zulu,ATTACK,0.874339
zulu,ATTACK,0.792249
zulu,ATTACK,0.888629
zulu,ATTACK,0.819645
zulu,ATTACK,0.968007
zulu,ATTACK,0.808181
zulu,ATTACK,0.977695
zulu,ATTACK,0.944178
zulu,ATTACK,0.911123
zulu,ATTACK,0.885599
zulu,ATTACK,0.901832
zulu,ATTACK,1.042732
zulu,ATTACK,1.086342
zulu,ATTACK,1.046314
zulu,ATTACK,0.844202
zulu,ATTACK,0.90369
zulu,ATTACK,1.019309
zulu,ATTACK,0.867586
zulu,ATTACK,1.156184
zulu,ATTACK,0.953495
zulu,ATTACK,1.021036
zulu,ATTACK,1.076107
zulu,ATTACK,0.763766
zulu,ATTACK,0.913139
zulu,ATTACK,0.92152
zulu,ATTACK,1.114812
zulu,ATTACK,0.916077
zulu,ATTACK,0.877666
zulu,ATTACK,0.95298
zulu,ATTACK,0.83837
zulu,ATTACK,0.963407
zulu,ATTACK,0.890596
zulu,ATTACK,0.909578
zulu,ATTACK,0.988512
zulu,ATTACK,0.840707
zulu,ATTACK,0.957368
zulu,ATTACK,0.852206
zulu,ATTACK,1.191778
zulu,ATTACK,1.191465
zulu,ATTACK,1.015333
zulu,ATTACK,1.087669
zulu,ATTACK,1.059644
zulu,ATTACK,1.160649
zulu,ATTACK,0.987834
zulu,ATTACK,0.933465
zulu,ATTACK,0.886049
zulu,ATTACK,0.979928
zulu,ATTACK,1.021636
zulu,ATTACK,0.973932
zulu,ATTACK,0.821585
zulu,ATTACK,0.914845
zulu,ATTACK,1.154088
zulu,ATTACK,1.190975
zulu,ATTACK,0.96545
zulu,ATTACK,1.110029
zulu,ATTACK,1.014489
zulu,ATTACK,0.814826
zulu,ATTACK,0.904578
zulu,ATTACK,0.912596
zulu,ATTACK,0.960784
zulu,ATTACK,1.21158
zulu,ATTACK,0.965323
zulu,ATTACK,0.900468
zulu,ATTACK,1.056446
zulu,ATTACK,0.816474
zulu,ATTACK,1.032202
zulu,ATTACK,0.887876
zulu,ATTACK,1.005347
zulu,ATTACK,0.947254
zulu,ATTACK,1.130712
zulu,ATTACK,1.167345
zulu,ATTACK,0.981196
zulu,ATTACK,0.777355
zulu,ATTACK,1.01142
zulu,ATTACK,1.000811
zulu,ATTACK,0.892248
zulu,ATTACK,0.782131
zulu,ATTACK,0.845732
zulu,ATTACK,0.924126
zulu,ATTACK,0.993903
zulu,ATTACK,1.128331
zulu,ATTACK,0.954465
zulu,ATTACK,0.924827
zulu,ATTACK,0.946124
zulu,ATTACK,1.148272
zulu,ATTACK,0.941193
zulu,ATTACK,0.974388
zulu,ATTACK,0.877534
zulu,ATTACK,0.597084
zulu,ATTACK,0.922028
zulu,ATTACK,0.833181
zulu,ATTACK,0.945246
zulu,ATTACK,1.058197
zulu,ATTACK,0.99978
zulu,ATTACK,0.923906
zulu,ATTACK,0.604333
zulu,ATTACK,0.979483
zulu,ATTACK,0.823038
zulu,ATTACK,1.013204
zulu,ATTACK,0.849702
zulu,ATTACK,1.064389
zulu,ATTACK,0.827485
zulu,ATTACK,1.071917
zulu,ATTACK,0.916582
zulu,ATTACK,0.939234
zulu,ATTACK,0.996262
zulu,ATTACK,0.721456
zulu,ATTACK,1.135257
zulu,ATTACK,0.975895
zulu,ATTACK,0.965257
zulu,ATTACK,0.924896
zulu,ATTACK,0.741321
zulu,ATTACK,0.707477
zulu,ATTACK,0.910919
zulu,ATTACK,0.953455
zulu,ATTACK,0.814106
zulu,ATTACK,0.640437
zulu,ATTACK,0.903922
zulu,ATTACK,1.106815
zulu,ATTACK,0.983335
zulu,ATTACK,0.87099
zulu,ATTACK,0.737773
