dataset,true_label,gap
autodan,ATTACK,0.172638
autodan,ATTACK,0.368829
autodan,ATTACK,0.456001
autodan,ATTACK,0.659165
autodan,ATTACK,0.740164
autodan,ATTACK,0.795379
autodan,ATTACK,0.81923
autodan,ATTACK,0.800263
autodan,ATTACK,0.826905
autodan,ATTACK,0.560836
autodan,ATTACK,0.661388
autodan,ATTACK,0.787793
autodan,ATTACK,0.63029
autodan,ATTACK,0.682277
autodan,ATTACK,0.662235
autodan,ATTACK,0.763172
autodan,ATTACK,0.847965
autodan,ATTACK,0.724067
autodan,ATTACK,0.745493
autodan,ATTACK,0.815294
autodan,ATTACK,0.818077
autodan,ATTACK,0.831462
autodan,ATTACK,0.810098
autodan,ATTACK,0.819617
autodan,ATTACK,0.778155
autodan,ATTACK,0.829543
autodan,ATTACK,0.851016
autodan,ATTACK,0.842897
autodan,ATTACK,0.797446
autodan,ATTACK,0.817183
autodan,ATTACK,0.874052
autodan,ATTACK,0.720509
autodan,ATTACK,0.784361
autodan,ATTACK,0.900507
autodan,ATTACK,0.634035
autodan,ATTACK,0.568202
autodan,ATTACK,0.774956
autodan,ATTACK,0.81717
autodan,ATTACK,0.844569
autodan,ATTACK,0.898986
autodan,ATTACK,0.897221
autodan,ATTACK,0.845004
autodan,ATTACK,0.928713
autodan,ATTACK,0.84294
autodan,ATTACK,0.910589
autodan,ATTACK,0.898972
autodan,ATTACK,0.839893
autodan,ATTACK,0.890527
autodan,ATTACK,0.936611
autodan,ATTACK,0.917387
autodan,ATTACK,0.867796
autodan,ATTACK,0.950322
autodan,ATTACK,0.91444
autodan,ATTACK,0.900228
autodan,ATTACK,0.888759
autodan,ATTACK,0.881658
autodan,ATTACK,0.867758
autodan,ATTACK,0.905925
autodan,ATTACK,0.922828
autodan,ATTACK,0.77261
autodan,ATTACK,0.888387
autodan,ATTACK,0.900978
autodan,ATTACK,0.781319
autodan,ATTACK,0.829822
autodan,ATTACK,0.914188
autodan,ATTACK,0.788264
autodan,ATTACK,0.756667
autodan,ATTACK,0.899334
autodan,ATTACK,0.8482
autodan,ATTACK,0.614078
autodan,ATTACK,0.880995
autodan,ATTACK,0.887962
autodan,ATTACK,0.946439
autodan,ATTACK,0.986101
autodan,ATTACK,0.889505
autodan,ATTACK,0.924316
autodan,ATTACK,0.916327
autodan,ATTACK,0.982253
autodan,ATTACK,0.898889
autodan,ATTACK,0.867661
autodan,ATTACK,0.888586
autodan,ATTACK,0.816557
autodan,ATTACK,0.540095
autodan,ATTACK,0.789813
autodan,ATTACK,0.960525
autodan,ATTACK,0.836356
autodan,ATTACK,0.976206
autodan,ATTACK,0.924185
autodan,ATTACK,0.828252
autodan,ATTACK,0.852617
autodan,ATTACK,0.902128
autodan,ATTACK,0.939617
autodan,ATTACK,0.776948
autodan,ATTACK,0.908556
autodan,ATTACK,0.88675
autodan,ATTACK,0.819281
autodan,ATTACK,0.953528
autodan,ATTACK,0.908223
autodan,ATTACK,0.849334
autodan,ATTACK,0.675265
autodan,ATTACK,0.840892
autodan,ATTACK,0.905386
autodan,ATTACK,0.707758
autodan,ATTACK,0.956171
autodan,ATTACK,0.832895
autodan,ATTACK,0.958687
autodan,ATTACK,0.920669
autodan,ATTACK,0.985923
autodan,ATTACK,0.846191
autodan,ATTACK,0.933018
autodan,ATTACK,0.961578
autodan,ATTACK,0.885958
autodan,ATTACK,0.80389
autodan,ATTACK,0.818248
autodan,ATTACK,0.92938
autodan,ATTACK,0.753568
autodan,ATTACK,0.69764
autodan,ATTACK,0.870744
autodan,ATTACK,0.694927
autodan,ATTACK,0.853937
autodan,ATTACK,0.922194
autodan,ATTACK,0.810522
autodan,ATTACK,0.7206
autodan,ATTACK,0.966859
autodan,ATTACK,0.79888
autodan,ATTACK,0.881569
autodan,ATTACK,0.92971
autodan,ATTACK,0.944157
autodan,ATTACK,0.972596
autodan,ATTACK,0.808078
autodan,ATTACK,0.893705
autodan,ATTACK,0.902592
autodan,ATTACK,0.881968
autodan,ATTACK,0.986716
autodan,ATTACK,0.868589
autodan,ATTACK,0.977226
autodan,ATTACK,0.829178
autodan,ATTACK,0.92304
autodan,ATTACK,0.74931
autodan,ATTACK,0.7887
autodan,ATTACK,0.938492
autodan,ATTACK,0.800912
autodan,ATTACK,0.936292
autodan,ATTACK,0.958563
autodan,ATTACK,0.932198
autodan,ATTACK,0.996964
autodan,ATTACK,0.890065
autodan,ATTACK,0.778126
autodan,ATTACK,0.667804
autodan,ATTACK,0.843476
autodan,ATTACK,0.921755
autodan,ATTACK,0.860678
autodan,ATTACK,0.931899
autodan,ATTACK,0.94989
autodan,ATTACK,0.898598
autodan,ATTACK,0.807492
autodan,ATTACK,0.909413
autodan,ATTACK,0.898455
autodan,ATTACK,0.932285
autodan,ATTACK,0.927376
autodan,ATTACK,0.821536
autodan,ATTACK,0.940895
autodan,ATTACK,0.982749
autodan,ATTACK,1.004251
autodan,ATTACK,0.955054
autodan,ATTACK,0.868256
autodan,ATTACK,0.928666
autodan,ATTACK,0.81661
autodan,ATTACK,0.853434
autodan,ATTACK,0.9653
autodan,ATTACK,0.845636
autodan,ATTACK,0.896849
autodan,ATTACK,0.873775
autodan,ATTACK,0.895427
autodan,ATTACK,0.923453
autodan,ATTACK,0.981649
autodan,ATTACK,0.951996
autodan,ATTACK,0.973301
autodan,ATTACK,0.980458
autodan,ATTACK,0.999042
autodan,ATTACK,0.947792
autodan,ATTACK,0.953794
autodan,ATTACK,0.982069
autodan,ATTACK,0.856992
autodan,ATTACK,0.920719
autodan,ATTACK,0.985592
autodan,ATTACK,0.883564
autodan,ATTACK,0.908783
autodan,ATTACK,0.801704
autodan,ATTACK,0.931238
autodan,ATTACK,0.810445
autodan,ATTACK,0.779101
autodan,ATTACK,0.844814
autodan,ATTACK,0.943201
autodan,ATTACK,0.781672
autodan,ATTACK,0.817686
autodan,ATTACK,0.945007
autodan,ATTACK,0.897717
autodan,ATTACK,0.887813
autodan,ATTACK,0.96498
autodan,ATTACK,0.856424
autodan,ATTACK,0.934071
autodan,ATTACK,0.932914
autodan,ATTACK,0.723238
autodan,ATTACK,0.93664
autodan,ATTACK,0.892424
autodan,ATTACK,0.845404
autodan,ATTACK,0.944552
autodan,ATTACK,0.826328
autodan,ATTACK,0.988522
autodan,ATTACK,0.913674
autodan,ATTACK,0.912956
autodan,ATTACK,0.902751
autodan,ATTACK,0.925534
autodan,ATTACK,0.910538
autodan,ATTACK,0.961731
autodan,ATTACK,0.890175
autodan,ATTACK,0.924664
autodan,ATTACK,0.736001
autodan,ATTACK,0.935256
autodan,ATTACK,0.947649
autodan,ATTACK,0.868998
autodan,ATTACK,0.894339
autodan,ATTACK,0.7447
autodan,ATTACK,0.942445
autodan,ATTACK,0.89813
autodan,ATTACK,0.921249
autodan,ATTACK,0.933722
autodan,ATTACK,0.966864
autodan,ATTACK,0.92608
autodan,ATTACK,0.680049
autodan,ATTACK,0.882437
autodan,ATTACK,0.763113
autodan,ATTACK,0.896986
autodan,ATTACK,0.841562
autodan,ATTACK,0.927042
autodan,ATTACK,0.962412
autodan,ATTACK,0.887633
autodan,ATTACK,0.79581
autodan,ATTACK,0.760857
autodan,ATTACK,0.943233
autodan,ATTACK,0.870902
autodan,ATTACK,0.986777
autodan,ATTACK,0.876932
autodan,ATTACK,0.979543
autodan,ATTACK,0.893754
autodan,ATTACK,0.979054
autodan,ATTACK,0.925498
autodan,ATTACK,0.927962
autodan,ATTACK,0.98601
autodan,ATTACK,0.981738
autodan,ATTACK,0.981546
autodan,ATTACK,0.902779
autodan,ATTACK,0.866325
autodan,ATTACK,0.777985
autodan,ATTACK,0.643046
autodan,ATTACK,0.895811
autodan,ATTACK,0.75878
autodan,ATTACK,0.908196
autodan,ATTACK,0.843601
autodan,ATTACK,0.867945
autodan,ATTACK,0.838774
autodan,ATTACK,0.962173
autodan,ATTACK,0.937504
autodan,ATTACK,0.720827
autodan,ATTACK,0.91704
autodan,ATTACK,0.957579
autodan,ATTACK,0.898583
autodan,ATTACK,0.915841
autodan,ATTACK,0.979587
autodan,ATTACK,0.754154
autodan,ATTACK,0.997982
autodan,ATTACK,0.899879
autodan,ATTACK,0.823433
autodan,ATTACK,0.945073
autodan,ATTACK,0.904024
autodan,ATTACK,0.829771
autodan,ATTACK,0.89772
autodan,ATTACK,0.997799
autodan,ATTACK,0.900281
autodan,ATTACK,0.952971
autodan,ATTACK,0.839831
autodan,ATTACK,0.965209
autodan,ATTACK,0.935484
autodan,ATTACK,1.004461
autodan,ATTACK,0.875679
autodan,ATTACK,0.905603
autodan,ATTACK,0.949636
autodan,ATTACK,0.99008
autodan,ATTACK,0.910114
autodan,ATTACK,0.932094
autodan,ATTACK,0.89228
autodan,ATTACK,0.7674
autodan,ATTACK,1.012172
autodan,ATTACK,0.938351
autodan,ATTACK,0.854311
autodan,ATTACK,0.965153
autodan,ATTACK,0.957695
autodan,ATTACK,0.949859
autodan,ATTACK,0.905043
autodan,ATTACK,0.9165
autodan,ATTACK,0.82635
autodan,ATTACK,0.886041
autodan,ATTACK,0.880855
autodan,ATTACK,0.979741
autodan,ATTACK,0.835754
autodan,ATTACK,0.788895
autodan,ATTACK,1.008218
autodan,ATTACK,0.887561
autodan,ATTACK,0.951845
autodan,ATTACK,0.932313
autodan,ATTACK,0.874838
autodan,ATTACK,0.997062
autodan,ATTACK,0.917
autodan,ATTACK,0.903126
autodan,ATTACK,0.946888
autodan,ATTACK,0.968061
autodan,ATTACK,0.907188
autodan,ATTACK,0.941782
autodan,ATTACK,0.970821
autodan,ATTACK,0.952928
autodan,ATTACK,1.02132
autodan,ATTACK,0.923492
autodan,ATTACK,0.795318
