dataset,true_label,gap
autodan,ATTACK,0.185743
autodan,ATTACK,0.321757
autodan,ATTACK,0.413929
autodan,ATTACK,0.600425
autodan,ATTACK,0.691341
autodan,ATTACK,0.737158
autodan,ATTACK,0.751614
autodan,ATTACK,0.739065
autodan,ATTACK,0.766726
autodan,ATTACK,0.54293
autodan,ATTACK,0.641289
autodan,ATTACK,0.750489
autodan,ATTACK,0.585635
autodan,ATTACK,0.641838
autodan,ATTACK,0.617995
autodan,ATTACK,0.724846
autodan,ATTACK,0.790432
autodan,ATTACK,0.683705
autodan,ATTACK,0.677917
autodan,ATTACK,0.762456
autodan,ATTACK,0.764966
autodan,ATTACK,0.782299
autodan,ATTACK,0.75391
autodan,ATTACK,0.755381
autodan,ATTACK,0.709916
autodan,ATTACK,0.809551
autodan,ATTACK,0.802656
autodan,ATTACK,0.794611
autodan,ATTACK,0.758349
autodan,ATTACK,0.764633
autodan,ATTACK,0.836564
autodan,ATTACK,0.648933
autodan,ATTACK,0.734588
autodan,ATTACK,0.839536
autodan,ATTACK,0.59762
autodan,ATTACK,0.519325
autodan,ATTACK,0.732873
autodan,ATTACK,0.753776
autodan,ATTACK,0.797616
autodan,ATTACK,0.850886
autodan,ATTACK,0.842755
autodan,ATTACK,0.792268
autodan,ATTACK,0.860192
autodan,ATTACK,0.787968
autodan,ATTACK,0.849241
autodan,ATTACK,0.879912
autodan,ATTACK,0.786824
autodan,ATTACK,0.876529
autodan,ATTACK,0.875684
autodan,ATTACK,0.869289
autodan,ATTACK,0.810516
autodan,ATTACK,0.8895
autodan,ATTACK,0.861947
autodan,ATTACK,0.852196
autodan,ATTACK,0.827007
autodan,ATTACK,0.824348
autodan,ATTACK,0.819334
autodan,ATTACK,0.861021
autodan,ATTACK,0.874084
autodan,ATTACK,0.716831
autodan,ATTACK,0.828039
autodan,ATTACK,0.855791
autodan,ATTACK,0.726251
autodan,ATTACK,0.787728
autodan,ATTACK,0.855821
autodan,ATTACK,0.740825
autodan,ATTACK,0.706163
autodan,ATTACK,0.826062
autodan,ATTACK,0.802432
autodan,ATTACK,0.566771
autodan,ATTACK,0.817098
autodan,ATTACK,0.841418
autodan,ATTACK,0.888162
autodan,ATTACK,0.926569
autodan,ATTACK,0.834476
autodan,ATTACK,0.877261
autodan,ATTACK,0.863451
autodan,ATTACK,0.918943
autodan,ATTACK,0.852824
autodan,ATTACK,0.821111
autodan,ATTACK,0.834511
autodan,ATTACK,0.752021
autodan,ATTACK,0.496236
autodan,ATTACK,0.741069
autodan,ATTACK,0.912926
autodan,ATTACK,0.782452
autodan,ATTACK,0.913752
autodan,ATTACK,0.863277
autodan,ATTACK,0.786439
autodan,ATTACK,0.802606
autodan,ATTACK,0.853853
autodan,ATTACK,0.892022
